question_id,section,subtopic,difficulty_tag,exam_tags
Q00391,Quantitative Aptitude,Averages,Medium,"SSC,CAT"
Q00392,Quantitative Aptitude,Number System,Easy,"General,Banking"
Q00393,Logical Reasoning,Coding-Decoding,Easy,Banking
Q00394,Verbal Ability,Idioms & Phrases,Easy,"Placements,TCS NQT,SSC"
Q00395,Quantitative Aptitude,Profit & Loss,Easy,"General,CAT"
Q00396,Quantitative Aptitude,Geometry,Hard,Banking
Q00397,Quantitative Aptitude,Profit & Loss,Medium,"TCS NQT,Banking"
Q00398,Verbal Ability,Verbal Analogies,Hard,"General,Banking"
Q00399,Quantitative Aptitude,Mixtures & Alligations,Hard,Banking
Q00400,Logical Reasoning,Blood Relations,Medium,"Placements,TCS NQT"
Q00401,Logical Reasoning,Cubes & Dice,Medium,"SSC,CAT,Banking"
Q00402,Data Interpretation,Pie Charts,Easy,Banking
Q00403,Data Interpretation,Data Sufficiency (DI),Easy,"CAT,Banking,SSC"
Q00404,Verbal Ability,Error Spotting,Medium,"Placements,SSC"
Q00405,Logical Reasoning,Coding-Decoding,Medium,TCS NQT
Q00406,Quantitative Aptitude,Set Theory,Medium,TCS NQT
Q00407,Quantitative Aptitude,Permutation & Combination,Easy,SSC
Q00408,Data Interpretation,Mixed DI Sets,Medium,"General,Placements,TCS NQT"
Q00409,Verbal Ability,Para Jumbles,Medium,SSC
Q00410,Data Interpretation,Tables,Easy,TCS NQT
Q00411,Data Interpretation,Line Graphs,Medium,"CAT,Placements,Banking"
Q00412,Logical Reasoning,Cubes & Dice,Hard,"TCS NQT,Banking,SSC"
Q00413,Data Interpretation,Mixed DI Sets,Medium,Banking
Q00414,Data Interpretation,Pie Charts,Easy,"Banking,SSC"
Q00415,Verbal Ability,Critical Reasoning,Medium,"CAT,SSC,General"
Q00416,Verbal Ability,Critical Reasoning,Hard,"Banking,CAT"
Q00417,Quantitative Aptitude,Percentages,Easy,"SSC,CAT"
Q00418,Quantitative Aptitude,Set Theory,Hard,TCS NQT
Q00419,Logical Reasoning,Ranking & Order,Medium,"TCS NQT,General"
Q00420,Quantitative Aptitude,Pipes & Cisterns,Medium,Banking
Q00421,Data Interpretation,Tables,Easy,"TCS NQT,Banking"
Q00422,Verbal Ability,Idioms & Phrases,Easy,CAT
Q00423,Data Interpretation,Radar/Spider Charts,Medium,SSC
Q00424,Quantitative Aptitude,Partnership,Hard,TCS NQT
Q00425,Logical Reasoning,Coding-Decoding,Easy,Placements
Q00426,Quantitative Aptitude,Partnership,Easy,"Banking,TCS NQT"
Q00427,Quantitative Aptitude,Permutation & Combination,Medium,"Placements,SSC,TCS NQT"
Q00428,Verbal Ability,Critical Reasoning,Hard,"Banking,SSC"
Q00429,Logical Reasoning,Syllogisms,Hard,"General,SSC,CAT"
Q00430,Quantitative Aptitude,Algebra,Easy,TCS NQT
Q00431,Logical Reasoning,Ranking & Order,Hard,"SSC,TCS NQT"
Q00432,Quantitative Aptitude,Compound Interest,Medium,"CAT,TCS NQT"
Q00433,Quantitative Aptitude,Surds & Indices,Easy,SSC
Q00434,Logical Reasoning,Clocks & Calendars,Medium,"General,Banking,Placements"
Q00435,Logical Reasoning,Seating Arrangement,Medium,"TCS NQT,Banking"
Q00436,Quantitative Aptitude,Set Theory,Medium,"Placements,TCS NQT"
Q00437,Data Interpretation,Pie Charts,Easy,"General,Banking,SSC"
Q00438,Data Interpretation,Bar Graphs,Easy,"SSC,Placements"
Q00439,Verbal Ability,Sentence Correction,Hard,"Banking,Placements"
Q00440,Logical Reasoning,Statement & Assumption,Medium,Placements
Q00441,Data Interpretation,Pie Charts,Medium,"CAT,TCS NQT"
Q00442,Quantitative Aptitude,Probability,Medium,"TCS NQT,CAT,SSC"
Q00443,Logical Reasoning,Direction Sense,Medium,"Banking,Placements,TCS NQT"
Q00444,Data Interpretation,Line Graphs,Easy,"TCS NQT,Placements,Banking"
Q00445,Data Interpretation,Bar Graphs,Medium,"SSC,Placements"
Q00446,Logical Reasoning,Cubes & Dice,Medium,"SSC,Banking,Placements"
Q00447,Data Interpretation,Venn-based DI,Medium,SSC
Q00448,Verbal Ability,Odd One Out,Medium,SSC
Q00449,Verbal Ability,Cloze Test,Medium,"Banking,General,SSC"
Q00450,Logical Reasoning,Ranking & Order,Easy,"TCS NQT,Banking,Placements"
Q00451,Quantitative Aptitude,"Time, Speed & Distance",Medium,"Placements,SSC,CAT"
Q00452,Logical Reasoning,Analogy,Medium,"TCS NQT,CAT"
Q00453,Quantitative Aptitude,Partnership,Medium,"CAT,SSC,General"
Q00454,Verbal Ability,Synonyms & Antonyms,Medium,"Banking,TCS NQT"
Q00455,Logical Reasoning,Direction Sense,Hard,"CAT,Placements"
Q00456,Quantitative Aptitude,Mensuration,Easy,"CAT,Banking"
Q00457,Logical Reasoning,Syllogisms,Medium,"TCS NQT,SSC"
Q00458,Verbal Ability,Sentence Correction,Medium,"CAT,SSC"
Q00459,Verbal Ability,Sentence Correction,Medium,SSC
Q00460,Quantitative Aptitude,Simple Interest,Hard,"General,SSC,Placements"
Q00461,Quantitative Aptitude,Compound Interest,Hard,SSC
Q00462,Logical Reasoning,Analogy,Easy,"Placements,Banking,TCS NQT"
Q00463,Quantitative Aptitude,Logarithms,Easy,CAT
Q00464,Quantitative Aptitude,Number System,Medium,"Placements,General"
Q00465,Verbal Ability,Idioms & Phrases,Easy,"TCS NQT,General,Banking"
Q00466,Quantitative Aptitude,Simple Interest,Medium,"Placements,SSC"
Q00467,Quantitative Aptitude,Simple Interest,Medium,Placements
Q00468,Logical Reasoning,Input-Output,Easy,"TCS NQT,Banking,CAT"
Q00469,Data Interpretation,Pie Charts,Medium,"TCS NQT,General"
Q00470,Quantitative Aptitude,Number System,Medium,"TCS NQT,General,Placements"
Q00471,Data Interpretation,Line Graphs,Medium,"Banking,CAT"
Q00472,Quantitative Aptitude,Logarithms,Easy,"Placements,TCS NQT"
Q00473,Verbal Ability,Para Summary,Medium,General
Q00474,Verbal Ability,Cloze Test,Easy,TCS NQT
Q00475,Verbal Ability,Fill in the Blanks,Medium,TCS NQT
Q00476,Verbal Ability,Idioms & Phrases,Medium,"TCS NQT,General,CAT"
Q00477,Logical Reasoning,Ranking & Order,Easy,"CAT,Banking"
Q00478,Quantitative Aptitude,Linear Equations,Easy,"General,CAT"
Q00479,Quantitative Aptitude,Linear Equations,Medium,SSC
Q00480,Quantitative Aptitude,Ratio & Proportion,Medium,"General,CAT,SSC"
Q00481,Logical Reasoning,Direction Sense,Medium,SSC
Q00482,Logical Reasoning,Venn Diagrams,Medium,"Placements,Banking,TCS NQT"
Q00483,Verbal Ability,Cloze Test,Hard,Placements
Q00484,Quantitative Aptitude,Profit & Loss,Easy,"Banking,CAT,SSC"
Q00485,Quantitative Aptitude,"Time, Speed & Distance",Hard,Placements
Q00486,Quantitative Aptitude,Percentages,Medium,"SSC,TCS NQT"
Q00487,Quantitative Aptitude,Quadratic Equations,Medium,"Banking,SSC,CAT"
Q00488,Data Interpretation,Tables,Medium,"SSC,CAT"
Q00489,Logical Reasoning,Venn Diagrams,Easy,"CAT,SSC"
Q00490,Data Interpretation,Data Sufficiency (DI),Medium,"General,Banking"
Q00491,Logical Reasoning,Ranking & Order,Medium,"Placements,Banking"
Q00492,Logical Reasoning,Analogy,Hard,"TCS NQT,SSC"
Q00493,Quantitative Aptitude,Profit & Loss,Medium,"Banking,CAT,General"
Q00494,Quantitative Aptitude,Logarithms,Medium,TCS NQT
Q00495,Verbal Ability,Critical Reasoning,Easy,"CAT,General"
Q00496,Data Interpretation,Mixed DI Sets,Easy,"SSC,General,Banking"
Q00497,Logical Reasoning,Input-Output,Easy,General
Q00498,Logical Reasoning,Cubes & Dice,Medium,"Banking,CAT"
Q00499,Quantitative Aptitude,Pipes & Cisterns,Medium,"TCS NQT,Banking"
Q00500,Verbal Ability,Critical Reasoning,Medium,"CAT,General,Banking"
Q00501,Quantitative Aptitude,Linear Equations,Easy,"General,Placements,CAT"
Q00502,Quantitative Aptitude,Compound Interest,Hard,"General,Banking,CAT"
Q00503,Logical Reasoning,Direction Sense,Easy,Placements
Q00504,Verbal Ability,Cloze Test,Medium,"SSC,Banking"
Q00505,Data Interpretation,Bar Graphs,Medium,"Placements,Banking,SSC"
Q00506,Logical Reasoning,Data Sufficiency,Hard,"CAT,TCS NQT"
Q00507,Data Interpretation,Line Graphs,Hard,"SSC,Banking,General"
Q00508,Quantitative Aptitude,Set Theory,Medium,"Placements,CAT"
Q00509,Quantitative Aptitude,Number System,Medium,"Placements,Banking,TCS NQT"
Q00510,Verbal Ability,Idioms & Phrases,Hard,SSC
Q00511,Quantitative Aptitude,Averages,Hard,"Banking,Placements,SSC"
Q00512,Verbal Ability,Error Spotting,Medium,"Placements,CAT"
Q00513,Quantitative Aptitude,Compound Interest,Medium,Banking
Q00514,Logical Reasoning,Coding-Decoding,Easy,"Banking,CAT,SSC"
Q00515,Quantitative Aptitude,Surds & Indices,Easy,"General,CAT"
Q00516,Data Interpretation,Venn-based DI,Medium,"SSC,General,Placements"
Q00517,Quantitative Aptitude,Partnership,Medium,"General,Placements,SSC"
Q00518,Verbal Ability,Idioms & Phrases,Easy,CAT
Q00519,Verbal Ability,Sentence Correction,Medium,Placements
Q00520,Quantitative Aptitude,Trigonometry,Hard,SSC
Q00521,Quantitative Aptitude,Probability,Medium,"SSC,Banking,Placements"
Q00522,Verbal Ability,Verbal Analogies,Easy,CAT
Q00523,Logical Reasoning,Clocks & Calendars,Hard,"General,Banking"
Q00524,Quantitative Aptitude,Permutation & Combination,Medium,"Banking,TCS NQT"
Q00525,Logical Reasoning,Seating Arrangement,Medium,SSC
Q00526,Logical Reasoning,Seating Arrangement,Medium,"Banking,TCS NQT"
Q00527,Verbal Ability,Fill in the Blanks,Medium,TCS NQT
Q00528,Quantitative Aptitude,Set Theory,Easy,"Placements,General,Banking"
Q00529,Verbal Ability,Idioms & Phrases,Easy,CAT
Q00530,Quantitative Aptitude,Permutation & Combination,Easy,SSC
Q00531,Data Interpretation,Line Graphs,Hard,SSC
Q00532,Quantitative Aptitude,Partnership,Medium,SSC
Q00533,Logical Reasoning,Clocks & Calendars,Hard,SSC
Q00534,Quantitative Aptitude,"Time, Speed & Distance",Easy,"TCS NQT,SSC,Placements"
Q00535,Verbal Ability,Cloze Test,Medium,"TCS NQT,General"
Q00536,Logical Reasoning,Seating Arrangement,Medium,"General,Placements,TCS NQT"
Q00537,Data Interpretation,Line Graphs,Hard,"TCS NQT,General,SSC"
Q00538,Verbal Ability,Verbal Analogies,Medium,CAT
Q00539,Quantitative Aptitude,Profit & Loss,Hard,General
Q00540,Verbal Ability,Verbal Analogies,Hard,"General,Placements"
Q00541,Verbal Ability,Verbal Analogies,Medium,"TCS NQT,CAT"
Q00542,Quantitative Aptitude,Trigonometry,Medium,"TCS NQT,SSC,General"
Q00543,Logical Reasoning,Analogy,Medium,General
Q00544,Quantitative Aptitude,Quadratic Equations,Easy,"Banking,CAT"
Q00545,Data Interpretation,Bar Graphs,Medium,Banking
Q00546,Quantitative Aptitude,Geometry,Medium,"Banking,Placements"
Q00547,Verbal Ability,Fill in the Blanks,Easy,"Placements,SSC,TCS NQT"
Q00548,Quantitative Aptitude,Pipes & Cisterns,Easy,"Banking,Placements"
Q00549,Quantitative Aptitude,Linear Equations,Hard,"TCS NQT,CAT,SSC"
Q00550,Verbal Ability,Sentence Correction,Medium,"CAT,SSC"
Q00551,Quantitative Aptitude,Mensuration,Easy,Placements
Q00552,Verbal Ability,Para Jumbles,Medium,SSC
Q00553,Quantitative Aptitude,Quadratic Equations,Hard,"Banking,Placements,TCS NQT"
Q00554,Data Interpretation,Mixed DI Sets,Medium,"General,SSC,Placements"
Q00555,Logical Reasoning,Coding-Decoding,Medium,"TCS NQT,Banking"
Q00556,Quantitative Aptitude,Trigonometry,Easy,"Banking,CAT"
Q00557,Data Interpretation,Pie Charts,Easy,"TCS NQT,Banking"
Q00558,Logical Reasoning,Statement & Assumption,Medium,TCS NQT
Q00559,Data Interpretation,Mixed DI Sets,Easy,CAT
Q00560,Data Interpretation,Caselets,Medium,"TCS NQT,Banking"
Q00561,Quantitative Aptitude,Mixtures & Alligations,Hard,"CAT,General,Banking"
Q00562,Verbal Ability,Synonyms & Antonyms,Medium,"General,SSC"
Q00563,Verbal Ability,Para Summary,Medium,"CAT,Banking"
Q00564,Quantitative Aptitude,Percentages,Medium,"TCS NQT,Placements,SSC"
Q00565,Data Interpretation,Venn-based DI,Hard,"CAT,Banking"
Q00566,Verbal Ability,Idioms & Phrases,Easy,"TCS NQT,SSC"
Q00567,Logical Reasoning,Puzzles,Hard,CAT
Q00568,Logical Reasoning,Ranking & Order,Medium,"SSC,TCS NQT"
Q00569,Quantitative Aptitude,Linear Equations,Medium,Placements
Q00570,Verbal Ability,Verbal Analogies,Medium,"Banking,TCS NQT,CAT"
Q00571,Quantitative Aptitude,Percentages,Medium,Placements
Q00572,Verbal Ability,Error Spotting,Easy,"Banking,TCS NQT"
Q00573,Logical Reasoning,Cubes & Dice,Medium,TCS NQT
Q00574,Logical Reasoning,Direction Sense,Medium,"TCS NQT,SSC"
Q00575,Logical Reasoning,Coding-Decoding,Easy,"TCS NQT,SSC"
Q00576,Data Interpretation,Mixed DI Sets,Medium,"TCS NQT,General,Banking"
Q00577,Quantitative Aptitude,Partnership,Easy,"SSC,Banking,CAT"
Q00578,Data Interpretation,Mixed DI Sets,Medium,"General,CAT"
Q00579,Logical Reasoning,Input-Output,Medium,"SSC,CAT,Banking"
Q00580,Logical Reasoning,Statement & Conclusion,Medium,"TCS NQT,General,Placements"
Q00581,Verbal Ability,Error Spotting,Easy,TCS NQT
Q00582,Verbal Ability,Odd One Out,Easy,TCS NQT
Q00583,Logical Reasoning,Ranking & Order,Medium,General
Q00584,Logical Reasoning,Statement & Assumption,Medium,TCS NQT
Q00585,Logical Reasoning,Puzzles,Medium,CAT
Q00586,Quantitative Aptitude,Mensuration,Hard,"Banking,Placements"
Q00587,Logical Reasoning,Input-Output,Easy,"Placements,Banking,TCS NQT"
Q00588,Verbal Ability,Error Spotting,Medium,"CAT,Placements,TCS NQT"
Q00589,Verbal Ability,Idioms & Phrases,Medium,"General,Banking"
Q00590,Quantitative Aptitude,Permutation & Combination,Medium,"SSC,Placements"
Q00591,Quantitative Aptitude,Mensuration,Easy,"SSC,TCS NQT,General"
Q00592,Data Interpretation,Caselets,Hard,"Banking,Placements,TCS NQT"
Q00593,Verbal Ability,Critical Reasoning,Medium,"SSC,Placements,General"
Q00594,Quantitative Aptitude,Mixtures & Alligations,Medium,"Placements,Banking,SSC"
Q00595,Verbal Ability,Odd One Out,Medium,"TCS NQT,SSC"
Q00596,Quantitative Aptitude,Mixtures & Alligations,Medium,TCS NQT
Q00597,Quantitative Aptitude,Surds & Indices,Easy,"Banking,General,SSC"
Q00598,Quantitative Aptitude,Compound Interest,Hard,"CAT,SSC"
Q00599,Quantitative Aptitude,Partnership,Medium,SSC
Q00600,Logical Reasoning,Cubes & Dice,Medium,"SSC,Banking,Placements"
Q00601,Quantitative Aptitude,"Time, Speed & Distance",Easy,"SSC,TCS NQT,General"
Q00602,Logical Reasoning,Direction Sense,Medium,TCS NQT
Q00603,Verbal Ability,Error Spotting,Easy,"Placements,General,CAT"
Q00604,Verbal Ability,Cloze Test,Medium,"Placements,General,CAT"
Q00605,Data Interpretation,Pie Charts,Easy,"SSC,Banking"
Q00606,Quantitative Aptitude,Simple Interest,Easy,"Placements,CAT,General"
Q00607,Data Interpretation,Data Sufficiency (DI),Easy,"Banking,General,Placements"
Q00608,Logical Reasoning,Clocks & Calendars,Medium,"SSC,CAT"
Q00609,Quantitative Aptitude,Profit & Loss,Medium,"TCS NQT,Placements,CAT"
Q00610,Quantitative Aptitude,Time & Work,Hard,"Placements,CAT"
Q00611,Quantitative Aptitude,Quadratic Equations,Medium,"Placements,SSC"
Q00612,Data Interpretation,Bar Graphs,Easy,SSC
Q00613,Logical Reasoning,Puzzles,Easy,"SSC,Banking"
Q00614,Quantitative Aptitude,Set Theory,Medium,"TCS NQT,Banking,Placements"
Q00615,Logical Reasoning,Cubes & Dice,Hard,"Placements,CAT"
Q00616,Quantitative Aptitude,Algebra,Easy,General
Q00617,Quantitative Aptitude,Mensuration,Easy,"SSC,Placements,CAT"
Q00618,Logical Reasoning,Venn Diagrams,Easy,"TCS NQT,Placements"
Q00619,Data Interpretation,Line Graphs,Medium,"General,Banking,TCS NQT"
Q00620,Logical Reasoning,Venn Diagrams,Easy,Banking
Q00621,Logical Reasoning,Puzzles,Medium,Placements
Q00622,Logical Reasoning,Analogy,Medium,"Placements,CAT"
Q00623,Verbal Ability,Critical Reasoning,Medium,"Placements,Banking"
Q00624,Verbal Ability,Critical Reasoning,Medium,"SSC,TCS NQT"
Q00625,Quantitative Aptitude,Pipes & Cisterns,Medium,"CAT,SSC,TCS NQT"
Q00626,Quantitative Aptitude,Partnership,Easy,CAT
Q00627,Verbal Ability,Cloze Test,Medium,Banking
Q00628,Data Interpretation,Caselets,Hard,Banking
Q00629,Quantitative Aptitude,Surds & Indices,Medium,"General,SSC,CAT"
Q00630,Logical Reasoning,Clocks & Calendars,Medium,"TCS NQT,Placements"
Q00631,Quantitative Aptitude,Ratio & Proportion,Medium,Banking
Q00632,Verbal Ability,Synonyms & Antonyms,Hard,"General,TCS NQT"
Q00633,Quantitative Aptitude,Linear Equations,Medium,"General,TCS NQT"
Q00634,Logical Reasoning,Analogy,Medium,"General,Placements,TCS NQT"
Q00635,Verbal Ability,Cloze Test,Medium,"CAT,TCS NQT,Banking"
Q00636,Quantitative Aptitude,Permutation & Combination,Medium,"SSC,CAT,TCS NQT"
Q00637,Verbal Ability,Reading Comprehension,Easy,"TCS NQT,Placements,General"
Q00638,Quantitative Aptitude,Time & Work,Hard,"TCS NQT,Banking"
Q00639,Verbal Ability,Para Jumbles,Easy,"Placements,TCS NQT,Banking"
Q00640,Quantitative Aptitude,Profit & Loss,Hard,"Banking,CAT,General"
Q00641,Verbal Ability,Synonyms & Antonyms,Medium,"Banking,General,CAT"
Q00642,Data Interpretation,Venn-based DI,Medium,"General,SSC"
Q00643,Verbal Ability,Error Spotting,Easy,Banking
Q00644,Quantitative Aptitude,Averages,Easy,General
Q00645,Logical Reasoning,Series Completion,Medium,"CAT,General,Banking"
Q00646,Quantitative Aptitude,Linear Equations,Medium,"CAT,TCS NQT,General"
Q00647,Quantitative Aptitude,Profit & Loss,Hard,"CAT,SSC"
Q00648,Verbal Ability,Para Summary,Easy,Placements
Q00649,Logical Reasoning,Input-Output,Hard,"Banking,General"
Q00650,Logical Reasoning,Ranking & Order,Hard,"CAT,TCS NQT"
Q00651,Quantitative Aptitude,Compound Interest,Easy,"SSC,CAT,Placements"
Q00652,Quantitative Aptitude,Probability,Easy,"TCS NQT,Placements"
Q00653,Quantitative Aptitude,Pipes & Cisterns,Easy,CAT
Q00654,Verbal Ability,Reading Comprehension,Medium,"Banking,TCS NQT"
Q00655,Logical Reasoning,Input-Output,Hard,"Banking,Placements,TCS NQT"
Q00656,Verbal Ability,Odd One Out,Easy,"Placements,SSC"
Q00657,Verbal Ability,Sentence Correction,Easy,"CAT,General,Banking"
Q00658,Quantitative Aptitude,Logarithms,Hard,Placements
Q00659,Quantitative Aptitude,"Time, Speed & Distance",Hard,CAT
Q00660,Verbal Ability,Verbal Analogies,Medium,Banking
Q00661,Quantitative Aptitude,Logarithms,Easy,"General,CAT,Placements"
Q00662,Data Interpretation,Bar Graphs,Medium,"Banking,Placements"
Q00663,Verbal Ability,Idioms & Phrases,Medium,CAT
Q00664,Verbal Ability,Synonyms & Antonyms,Medium,"SSC,Placements,General"
Q00665,Quantitative Aptitude,Progressions (AP/GP),Medium,"General,SSC,Placements"
Q00666,Logical Reasoning,Clocks & Calendars,Medium,General
Q00667,Data Interpretation,Venn-based DI,Easy,Banking
Q00668,Verbal Ability,Critical Reasoning,Hard,"CAT,TCS NQT"
Q00669,Quantitative Aptitude,Progressions (AP/GP),Hard,"Placements,Banking,TCS NQT"
Q00670,Verbal Ability,Reading Comprehension,Hard,"General,Banking"
Q00671,Quantitative Aptitude,Permutation & Combination,Hard,"General,Banking"
Q00672,Verbal Ability,Para Summary,Easy,SSC
Q00673,Data Interpretation,Data Sufficiency (DI),Easy,TCS NQT
Q00674,Quantitative Aptitude,Trigonometry,Easy,Placements
Q00675,Quantitative Aptitude,Mixtures & Alligations,Medium,"Placements,Banking,CAT"
Q00676,Quantitative Aptitude,Probability,Easy,"Banking,TCS NQT"
Q00677,Verbal Ability,Idioms & Phrases,Easy,Banking
Q00678,Data Interpretation,Tables,Easy,"Placements,SSC"
Q00679,Quantitative Aptitude,Set Theory,Easy,Banking
Q00680,Quantitative Aptitude,Linear Equations,Hard,TCS NQT
Q00681,Logical Reasoning,Series Completion,Easy,SSC
Q00682,Data Interpretation,Data Sufficiency (DI),Medium,"TCS NQT,General,CAT"
Q00683,Logical Reasoning,Seating Arrangement,Medium,TCS NQT
Q00684,Verbal Ability,Error Spotting,Medium,"TCS NQT,Placements,Banking"
Q00685,Data Interpretation,Tables,Medium,"SSC,CAT"
Q00686,Logical Reasoning,Series Completion,Medium,General
Q00687,Quantitative Aptitude,Simple Interest,Medium,"Banking,Placements,TCS NQT"
Q00688,Logical Reasoning,Ranking & Order,Medium,TCS NQT
Q00689,Data Interpretation,Mixed DI Sets,Medium,"Banking,General"
Q00690,Verbal Ability,Idioms & Phrases,Easy,"SSC,General,TCS NQT"
Q00691,Quantitative Aptitude,Linear Equations,Medium,"Banking,General,CAT"
Q00692,Quantitative Aptitude,Pipes & Cisterns,Easy,"SSC,Placements"
Q00693,Data Interpretation,Mixed DI Sets,Easy,"Banking,CAT"
Q00694,Verbal Ability,Verbal Analogies,Easy,General
Q00695,Quantitative Aptitude,Compound Interest,Medium,SSC
Q00696,Verbal Ability,Idioms & Phrases,Medium,"TCS NQT,Banking,SSC"
Q00697,Logical Reasoning,Direction Sense,Easy,SSC
Q00698,Quantitative Aptitude,Ratio & Proportion,Medium,"TCS NQT,Placements"
Q00699,Quantitative Aptitude,Trigonometry,Easy,"General,SSC,TCS NQT"
Q00700,Logical Reasoning,Analogy,Medium,"General,Banking,TCS NQT"
Q00701,Data Interpretation,Line Graphs,Easy,"SSC,Placements,TCS NQT"
Q00702,Logical Reasoning,Analogy,Medium,TCS NQT
Q00703,Data Interpretation,Bar Graphs,Medium,"CAT,General,TCS NQT"
Q00704,Verbal Ability,Reading Comprehension,Hard,"Placements,General"
Q00705,Verbal Ability,Para Jumbles,Easy,"Placements,CAT,General"
Q00706,Quantitative Aptitude,Permutation & Combination,Easy,"SSC,CAT"
Q00707,Verbal Ability,Verbal Analogies,Medium,"General,TCS NQT,Banking"
Q00708,Logical Reasoning,Analogy,Medium,CAT
Q00709,Quantitative Aptitude,Probability,Medium,"Banking,CAT,TCS NQT"
Q00710,Quantitative Aptitude,Permutation & Combination,Medium,"SSC,TCS NQT,General"
Q00711,Data Interpretation,Bar Graphs,Medium,"General,Banking,Placements"
Q00712,Logical Reasoning,Puzzles,Easy,TCS NQT
Q00713,Verbal Ability,Synonyms & Antonyms,Hard,Placements
Q00714,Verbal Ability,Verbal Analogies,Easy,"SSC,General,TCS NQT"
