question_id,section,subtopic,difficulty_tag,exam_tags,_true_correct_prob
Q00358,Data Interpretation,Radar/Spider Charts,Easy,Banking,0.879
Q00359,Verbal Ability,Fill in the Blanks,Hard,"Banking,General",0.278
Q00360,Quantitative Aptitude,Pipes & Cisterns,Medium,SSC,0.56
Q00361,Quantitative Aptitude,Geometry,Medium,"General,SSC",0.61
Q00362,Quantitative Aptitude,Linear Equations,Hard,General,0.224
Q00363,Data Interpretation,Radar/Spider Charts,Hard,CAT,0.272
Q00364,Verbal Ability,Para Jumbles,Easy,Banking,0.819
Q00365,Quantitative Aptitude,Simple Interest,Easy,"General,SSC,Placements",0.878
Q00366,Verbal Ability,Idioms & Phrases,Medium,TCS NQT,0.547
Q00367,Quantitative Aptitude,Probability,Hard,"SSC,CAT,Banking",0.228
Q00368,Quantitative Aptitude,Linear Equations,Medium,"Banking,CAT,SSC",0.44
Q00369,Verbal Ability,Verbal Analogies,Easy,"SSC,CAT",0.812
Q00370,Verbal Ability,Verbal Analogies,Easy,"Placements,General,Banking",0.772
Q00371,Data Interpretation,Tables,Easy,SSC,0.833
Q00372,Logical Reasoning,Data Sufficiency,Medium,SSC,0.545
Q00373,Logical Reasoning,Statement & Assumption,Easy,"TCS NQT,General",0.798
Q00374,Data Interpretation,Venn-based DI,Easy,TCS NQT,0.812
Q00375,Quantitative Aptitude,Surds & Indices,Easy,"SSC,CAT,Placements",0.737
Q00376,Data Interpretation,Caselets,Medium,"SSC,General,TCS NQT",0.622
Q00377,Data Interpretation,Bar Graphs,Easy,Placements,0.817
Q00378,Verbal Ability,Verbal Analogies,Hard,"Banking,CAT,Placements",0.323
Q00379,Verbal Ability,Error Spotting,Medium,"CAT,General,Placements",0.56
Q00380,Verbal Ability,Para Summary,Medium,"Banking,SSC",0.585
Q00381,Quantitative Aptitude,Time & Work,Easy,"SSC,General",0.766
Q00382,Quantitative Aptitude,Progressions (AP/GP),Medium,"CAT,General,Placements",0.64
Q00383,Quantitative Aptitude,Time & Work,Medium,"CAT,General,SSC",0.592
Q00384,Quantitative Aptitude,Mensuration,Medium,"Banking,General,TCS NQT",0.517
Q00385,Quantitative Aptitude,Geometry,Easy,"Placements,TCS NQT",0.777
Q00386,Verbal Ability,Para Jumbles,Easy,"Banking,CAT",0.679
Q00387,Verbal Ability,Critical Reasoning,Hard,"General,TCS NQT,Banking",0.252
Q00388,Quantitative Aptitude,Permutation & Combination,Hard,"SSC,CAT,Placements",0.298
Q00389,Quantitative Aptitude,Quadratic Equations,Medium,"CAT,General,Placements",0.625
Q00390,Logical Reasoning,Clocks & Calendars,Easy,Placements,0.844
Q00391,Quantitative Aptitude,Averages,Medium,"SSC,CAT",0.538
Q00392,Quantitative Aptitude,Number System,Easy,"General,Banking",0.766
Q00393,Logical Reasoning,Coding-Decoding,Easy,Banking,0.89
Q00394,Verbal Ability,Idioms & Phrases,Easy,"Placements,TCS NQT,SSC",0.832
Q00395,Quantitative Aptitude,Profit & Loss,Easy,"General,CAT",0.87
Q00396,Quantitative Aptitude,Geometry,Hard,Banking,0.346
Q00397,Quantitative Aptitude,Profit & Loss,Medium,"TCS NQT,Banking",0.585
Q00398,Verbal Ability,Verbal Analogies,Hard,"General,Banking",0.32
Q00399,Quantitative Aptitude,Mixtures & Alligations,Hard,Banking,0.366
Q00400,Logical Reasoning,Blood Relations,Medium,"Placements,TCS NQT",0.56
Q00401,Logical Reasoning,Cubes & Dice,Medium,"SSC,CAT,Banking",0.517
Q00402,Data Interpretation,Pie Charts,Easy,Banking,0.776
Q00403,Data Interpretation,Data Sufficiency (DI),Easy,"CAT,Banking,SSC",0.826
Q00404,Verbal Ability,Error Spotting,Medium,"Placements,SSC",0.521
Q00405,Logical Reasoning,Coding-Decoding,Medium,TCS NQT,0.552
Q00406,Quantitative Aptitude,Set Theory,Medium,TCS NQT,0.556
Q00407,Quantitative Aptitude,Permutation & Combination,Easy,SSC,0.787
Q00408,Data Interpretation,Mixed DI Sets,Medium,"General,Placements,TCS NQT",0.467
Q00409,Verbal Ability,Para Jumbles,Medium,SSC,0.489
Q00410,Data Interpretation,Tables,Easy,TCS NQT,0.727
Q00411,Data Interpretation,Line Graphs,Medium,"CAT,Placements,Banking",0.634
Q00412,Logical Reasoning,Cubes & Dice,Hard,"TCS NQT,Banking,SSC",0.277
Q00413,Data Interpretation,Mixed DI Sets,Medium,Banking,0.583
Q00414,Data Interpretation,Pie Charts,Easy,"Banking,SSC",0.721
Q00415,Verbal Ability,Critical Reasoning,Medium,"CAT,SSC,General",0.519
Q00416,Verbal Ability,Critical Reasoning,Hard,"Banking,CAT",0.32
Q00417,Quantitative Aptitude,Percentages,Easy,"SSC,CAT",0.799
Q00418,Quantitative Aptitude,Set Theory,Hard,TCS NQT,0.359
Q00419,Logical Reasoning,Ranking & Order,Medium,"TCS NQT,General",0.607
Q00420,Quantitative Aptitude,Pipes & Cisterns,Medium,Banking,0.463
Q00421,Data Interpretation,Tables,Easy,"TCS NQT,Banking",0.735
Q00422,Verbal Ability,Idioms & Phrases,Easy,CAT,0.858
Q00423,Data Interpretation,Radar/Spider Charts,Medium,SSC,0.554
Q00424,Quantitative Aptitude,Partnership,Hard,TCS NQT,0.236
Q00425,Logical Reasoning,Coding-Decoding,Easy,Placements,0.875
Q00426,Quantitative Aptitude,Partnership,Easy,"Banking,TCS NQT",0.843
Q00427,Quantitative Aptitude,Permutation & Combination,Medium,"Placements,SSC,TCS NQT",0.534
Q00428,Verbal Ability,Critical Reasoning,Hard,"Banking,SSC",0.404
Q00429,Logical Reasoning,Syllogisms,Hard,"General,SSC,CAT",0.287
Q00430,Quantitative Aptitude,Algebra,Easy,TCS NQT,0.79
Q00431,Logical Reasoning,Ranking & Order,Hard,"SSC,TCS NQT",0.337
Q00432,Quantitative Aptitude,Compound Interest,Medium,"CAT,TCS NQT",0.546
Q00433,Quantitative Aptitude,Surds & Indices,Easy,SSC,0.846
Q00434,Logical Reasoning,Clocks & Calendars,Medium,"General,Banking,Placements",0.567
Q00435,Logical Reasoning,Seating Arrangement,Medium,"TCS NQT,Banking",0.605
Q00436,Quantitative Aptitude,Set Theory,Medium,"Placements,TCS NQT",0.498
Q00437,Data Interpretation,Pie Charts,Easy,"General,Banking,SSC",0.769
Q00438,Data Interpretation,Bar Graphs,Easy,"SSC,Placements",0.896
Q00439,Verbal Ability,Sentence Correction,Hard,"Banking,Placements",0.308
Q00440,Logical Reasoning,Statement & Assumption,Medium,Placements,0.568
Q00441,Data Interpretation,Pie Charts,Medium,"CAT,TCS NQT",0.605
Q00442,Quantitative Aptitude,Probability,Medium,"TCS NQT,CAT,SSC",0.609
Q00443,Logical Reasoning,Direction Sense,Medium,"Banking,Placements,TCS NQT",0.565
Q00444,Data Interpretation,Line Graphs,Easy,"TCS NQT,Placements,Banking",0.762
Q00445,Data Interpretation,Bar Graphs,Medium,"SSC,Placements",0.566
Q00446,Logical Reasoning,Cubes & Dice,Medium,"SSC,Banking,Placements",0.571
Q00447,Data Interpretation,Venn-based DI,Medium,SSC,0.609
Q00448,Verbal Ability,Odd One Out,Medium,SSC,0.489
Q00449,Verbal Ability,Cloze Test,Medium,"Banking,General,SSC",0.542
Q00450,Logical Reasoning,Ranking & Order,Easy,"TCS NQT,Banking,Placements",0.806
Q00451,Quantitative Aptitude,"Time, Speed & Distance",Medium,"Placements,SSC,CAT",0.63
Q00452,Logical Reasoning,Analogy,Medium,"TCS NQT,CAT",0.508
Q00453,Quantitative Aptitude,Partnership,Medium,"CAT,SSC,General",0.632
Q00454,Verbal Ability,Synonyms & Antonyms,Medium,"Banking,TCS NQT",0.6
Q00455,Logical Reasoning,Direction Sense,Hard,"CAT,Placements",0.175
Q00456,Quantitative Aptitude,Mensuration,Easy,"CAT,Banking",0.915
Q00457,Logical Reasoning,Syllogisms,Medium,"TCS NQT,SSC",0.601
Q00458,Verbal Ability,Sentence Correction,Medium,"CAT,SSC",0.672
Q00459,Verbal Ability,Sentence Correction,Medium,SSC,0.588
Q00460,Quantitative Aptitude,Simple Interest,Hard,"General,SSC,Placements",0.314
Q00461,Quantitative Aptitude,Compound Interest,Hard,SSC,0.262
Q00462,Logical Reasoning,Analogy,Easy,"Placements,Banking,TCS NQT",0.786
Q00463,Quantitative Aptitude,Logarithms,Easy,CAT,0.809
Q00464,Quantitative Aptitude,Number System,Medium,"Placements,General",0.62
Q00465,Verbal Ability,Idioms & Phrases,Easy,"TCS NQT,General,Banking",0.751
Q00466,Quantitative Aptitude,Simple Interest,Medium,"Placements,SSC",0.539
Q00467,Quantitative Aptitude,Simple Interest,Medium,Placements,0.52
Q00468,Logical Reasoning,Input-Output,Easy,"TCS NQT,Banking,CAT",0.816
Q00469,Data Interpretation,Pie Charts,Medium,"TCS NQT,General",0.561
Q00470,Quantitative Aptitude,Number System,Medium,"TCS NQT,General,Placements",0.618
Q00471,Data Interpretation,Line Graphs,Medium,"Banking,CAT",0.552
Q00472,Quantitative Aptitude,Logarithms,Easy,"Placements,TCS NQT",0.802
Q00473,Verbal Ability,Para Summary,Medium,General,0.488
Q00474,Verbal Ability,Cloze Test,Easy,TCS NQT,0.765
Q00475,Verbal Ability,Fill in the Blanks,Medium,TCS NQT,0.516
Q00476,Verbal Ability,Idioms & Phrases,Medium,"TCS NQT,General,CAT",0.564
Q00477,Logical Reasoning,Ranking & Order,Easy,"CAT,Banking",0.832
Q00478,Quantitative Aptitude,Linear Equations,Easy,"General,CAT",0.821
Q00479,Quantitative Aptitude,Linear Equations,Medium,SSC,0.598
Q00480,Quantitative Aptitude,Ratio & Proportion,Medium,"General,CAT,SSC",0.661
Q00481,Logical Reasoning,Direction Sense,Medium,SSC,0.51
Q00482,Logical Reasoning,Venn Diagrams,Medium,"Placements,Banking,TCS NQT",0.632
Q00483,Verbal Ability,Cloze Test,Hard,Placements,0.328
Q00484,Quantitative Aptitude,Profit & Loss,Easy,"Banking,CAT,SSC",0.881
Q00485,Quantitative Aptitude,"Time, Speed & Distance",Hard,Placements,0.271
Q00486,Quantitative Aptitude,Percentages,Medium,"SSC,TCS NQT",0.499
Q00487,Quantitative Aptitude,Quadratic Equations,Medium,"Banking,SSC,CAT",0.562
Q00488,Data Interpretation,Tables,Medium,"SSC,CAT",0.472
Q00489,Logical Reasoning,Venn Diagrams,Easy,"CAT,SSC",0.861
Q00490,Data Interpretation,Data Sufficiency (DI),Medium,"General,Banking",0.49
Q00491,Logical Reasoning,Ranking & Order,Medium,"Placements,Banking",0.515
Q00492,Logical Reasoning,Analogy,Hard,"TCS NQT,SSC",0.297
Q00493,Quantitative Aptitude,Profit & Loss,Medium,"Banking,CAT,General",0.558
Q00494,Quantitative Aptitude,Logarithms,Medium,TCS NQT,0.479
Q00495,Verbal Ability,Critical Reasoning,Easy,"CAT,General",0.855
Q00496,Data Interpretation,Mixed DI Sets,Easy,"SSC,General,Banking",0.83
Q00497,Logical Reasoning,Input-Output,Easy,General,0.861
Q00498,Logical Reasoning,Cubes & Dice,Medium,"Banking,CAT",0.557
Q00499,Quantitative Aptitude,Pipes & Cisterns,Medium,"TCS NQT,Banking",0.557
Q00500,Verbal Ability,Critical Reasoning,Medium,"CAT,General,Banking",0.542
Q00501,Quantitative Aptitude,Linear Equations,Easy,"General,Placements,CAT",0.761
Q00502,Quantitative Aptitude,Compound Interest,Hard,"General,Banking,CAT",0.233
Q00503,Logical Reasoning,Direction Sense,Easy,Placements,0.745
Q00504,Verbal Ability,Cloze Test,Medium,"SSC,Banking",0.442
Q00505,Data Interpretation,Bar Graphs,Medium,"Placements,Banking,SSC",0.554
Q00506,Logical Reasoning,Data Sufficiency,Hard,"CAT,TCS NQT",0.295
Q00507,Data Interpretation,Line Graphs,Hard,"SSC,Banking,General",0.267
Q00508,Quantitative Aptitude,Set Theory,Medium,"Placements,CAT",0.6
Q00509,Quantitative Aptitude,Number System,Medium,"Placements,Banking,TCS NQT",0.551
Q00510,Verbal Ability,Idioms & Phrases,Hard,SSC,0.3
Q00511,Quantitative Aptitude,Averages,Hard,"Banking,Placements,SSC",0.299
Q00512,Verbal Ability,Error Spotting,Medium,"Placements,CAT",0.591
Q00513,Quantitative Aptitude,Compound Interest,Medium,Banking,0.497
Q00514,Logical Reasoning,Coding-Decoding,Easy,"Banking,CAT,SSC",0.785
Q00515,Quantitative Aptitude,Surds & Indices,Easy,"General,CAT",0.803
Q00516,Data Interpretation,Venn-based DI,Medium,"SSC,General,Placements",0.576
Q00517,Quantitative Aptitude,Partnership,Medium,"General,Placements,SSC",0.503
Q00518,Verbal Ability,Idioms & Phrases,Easy,CAT,0.793
Q00519,Verbal Ability,Sentence Correction,Medium,Placements,0.539
Q00520,Quantitative Aptitude,Trigonometry,Hard,SSC,0.375
Q00521,Quantitative Aptitude,Probability,Medium,"SSC,Banking,Placements",0.519
Q00522,Verbal Ability,Verbal Analogies,Easy,CAT,0.785
Q00523,Logical Reasoning,Clocks & Calendars,Hard,"General,Banking",0.322
Q00524,Quantitative Aptitude,Permutation & Combination,Medium,"Banking,TCS NQT",0.61
Q00525,Logical Reasoning,Seating Arrangement,Medium,SSC,0.482
Q00526,Logical Reasoning,Seating Arrangement,Medium,"Banking,TCS NQT",0.539
Q00527,Verbal Ability,Fill in the Blanks,Medium,TCS NQT,0.521
Q00528,Quantitative Aptitude,Set Theory,Easy,"Placements,General,Banking",0.67
Q00529,Verbal Ability,Idioms & Phrases,Easy,CAT,0.726
Q00530,Quantitative Aptitude,Permutation & Combination,Easy,SSC,0.809
Q00531,Data Interpretation,Line Graphs,Hard,SSC,0.299
Q00532,Quantitative Aptitude,Partnership,Medium,SSC,0.579
Q00533,Logical Reasoning,Clocks & Calendars,Hard,SSC,0.299
Q00534,Quantitative Aptitude,"Time, Speed & Distance",Easy,"TCS NQT,SSC,Placements",0.753
Q00535,Verbal Ability,Cloze Test,Medium,"TCS NQT,General",0.481
Q00536,Logical Reasoning,Seating Arrangement,Medium,"General,Placements,TCS NQT",0.469
Q00537,Data Interpretation,Line Graphs,Hard,"TCS NQT,General,SSC",0.267
Q00538,Verbal Ability,Verbal Analogies,Medium,CAT,0.602
Q00539,Quantitative Aptitude,Profit & Loss,Hard,General,0.408
Q00540,Verbal Ability,Verbal Analogies,Hard,"General,Placements",0.27
Q00541,Verbal Ability,Verbal Analogies,Medium,"TCS NQT,CAT",0.552
Q00542,Quantitative Aptitude,Trigonometry,Medium,"TCS NQT,SSC,General",0.512
Q00543,Logical Reasoning,Analogy,Medium,General,0.532
Q00544,Quantitative Aptitude,Quadratic Equations,Easy,"Banking,CAT",0.809
Q00545,Data Interpretation,Bar Graphs,Medium,Banking,0.483
Q00546,Quantitative Aptitude,Geometry,Medium,"Banking,Placements",0.501
Q00547,Verbal Ability,Fill in the Blanks,Easy,"Placements,SSC,TCS NQT",0.859
Q00548,Quantitative Aptitude,Pipes & Cisterns,Easy,"Banking,Placements",0.836
Q00549,Quantitative Aptitude,Linear Equations,Hard,"TCS NQT,CAT,SSC",0.35
Q00550,Verbal Ability,Sentence Correction,Medium,"CAT,SSC",0.512
Q00551,Quantitative Aptitude,Mensuration,Easy,Placements,0.866
Q00552,Verbal Ability,Para Jumbles,Medium,SSC,0.578
Q00553,Quantitative Aptitude,Quadratic Equations,Hard,"Banking,Placements,TCS NQT",0.268
Q00554,Data Interpretation,Mixed DI Sets,Medium,"General,SSC,Placements",0.596
Q00555,Logical Reasoning,Coding-Decoding,Medium,"TCS NQT,Banking",0.577
Q00556,Quantitative Aptitude,Trigonometry,Easy,"Banking,CAT",0.854
Q00557,Data Interpretation,Pie Charts,Easy,"TCS NQT,Banking",0.748
Q00558,Logical Reasoning,Statement & Assumption,Medium,TCS NQT,0.452
Q00559,Data Interpretation,Mixed DI Sets,Easy,CAT,0.789
Q00560,Data Interpretation,Caselets,Medium,"TCS NQT,Banking",0.536
Q00561,Quantitative Aptitude,Mixtures & Alligations,Hard,"CAT,General,Banking",0.292
Q00562,Verbal Ability,Synonyms & Antonyms,Medium,"General,SSC",0.564
Q00563,Verbal Ability,Para Summary,Medium,"CAT,Banking",0.583
Q00564,Quantitative Aptitude,Percentages,Medium,"TCS NQT,Placements,SSC",0.609
Q00565,Data Interpretation,Venn-based DI,Hard,"CAT,Banking",0.32
Q00566,Verbal Ability,Idioms & Phrases,Easy,"TCS NQT,SSC",0.767
Q00567,Logical Reasoning,Puzzles,Hard,CAT,0.315
Q00568,Logical Reasoning,Ranking & Order,Medium,"SSC,TCS NQT",0.635
Q00569,Quantitative Aptitude,Linear Equations,Medium,Placements,0.588
Q00570,Verbal Ability,Verbal Analogies,Medium,"Banking,TCS NQT,CAT",0.569
Q00571,Quantitative Aptitude,Percentages,Medium,Placements,0.54
Q00572,Verbal Ability,Error Spotting,Easy,"Banking,TCS NQT",0.757
Q00573,Logical Reasoning,Cubes & Dice,Medium,TCS NQT,0.49
Q00574,Logical Reasoning,Direction Sense,Medium,"TCS NQT,SSC",0.572
Q00575,Logical Reasoning,Coding-Decoding,Easy,"TCS NQT,SSC",0.761
Q00576,Data Interpretation,Mixed DI Sets,Medium,"TCS NQT,General,Banking",0.582
Q00577,Quantitative Aptitude,Partnership,Easy,"SSC,Banking,CAT",0.836
Q00578,Data Interpretation,Mixed DI Sets,Medium,"General,CAT",0.531
Q00579,Logical Reasoning,Input-Output,Medium,"SSC,CAT,Banking",0.561
Q00580,Logical Reasoning,Statement & Conclusion,Medium,"TCS NQT,General,Placements",0.597
Q00581,Verbal Ability,Error Spotting,Easy,TCS NQT,0.724
Q00582,Verbal Ability,Odd One Out,Easy,TCS NQT,0.863
Q00583,Logical Reasoning,Ranking & Order,Medium,General,0.522
Q00584,Logical Reasoning,Statement & Assumption,Medium,TCS NQT,0.559
Q00585,Logical Reasoning,Puzzles,Medium,CAT,0.601
Q00586,Quantitative Aptitude,Mensuration,Hard,"Banking,Placements",0.33
Q00587,Logical Reasoning,Input-Output,Easy,"Placements,Banking,TCS NQT",0.791
Q00588,Verbal Ability,Error Spotting,Medium,"CAT,Placements,TCS NQT",0.527
Q00589,Verbal Ability,Idioms & Phrases,Medium,"General,Banking",0.493
Q00590,Quantitative Aptitude,Permutation & Combination,Medium,"SSC,Placements",0.54
Q00591,Quantitative Aptitude,Mensuration,Easy,"SSC,TCS NQT,General",0.876
Q00592,Data Interpretation,Caselets,Hard,"Banking,Placements,TCS NQT",0.332
Q00593,Verbal Ability,Critical Reasoning,Medium,"SSC,Placements,General",0.611
Q00594,Quantitative Aptitude,Mixtures & Alligations,Medium,"Placements,Banking,SSC",0.579
Q00595,Verbal Ability,Odd One Out,Medium,"TCS NQT,SSC",0.644
Q00596,Quantitative Aptitude,Mixtures & Alligations,Medium,TCS NQT,0.627
Q00597,Quantitative Aptitude,Surds & Indices,Easy,"Banking,General,SSC",0.807
Q00598,Quantitative Aptitude,Compound Interest,Hard,"CAT,SSC",0.212
Q00599,Quantitative Aptitude,Partnership,Medium,SSC,0.576
Q00600,Logical Reasoning,Cubes & Dice,Medium,"SSC,Banking,Placements",0.523
Q00601,Quantitative Aptitude,"Time, Speed & Distance",Easy,"SSC,TCS NQT,General",0.799
Q00602,Logical Reasoning,Direction Sense,Medium,TCS NQT,0.639
Q00603,Verbal Ability,Error Spotting,Easy,"Placements,General,CAT",0.75
Q00604,Verbal Ability,Cloze Test,Medium,"Placements,General,CAT",0.565
Q00605,Data Interpretation,Pie Charts,Easy,"SSC,Banking",0.795
Q00606,Quantitative Aptitude,Simple Interest,Easy,"Placements,CAT,General",0.79
Q00607,Data Interpretation,Data Sufficiency (DI),Easy,"Banking,General,Placements",0.846
Q00608,Logical Reasoning,Clocks & Calendars,Medium,"SSC,CAT",0.51
Q00609,Quantitative Aptitude,Profit & Loss,Medium,"TCS NQT,Placements,CAT",0.429
Q00610,Quantitative Aptitude,Time & Work,Hard,"Placements,CAT",0.344
Q00611,Quantitative Aptitude,Quadratic Equations,Medium,"Placements,SSC",0.553
Q00612,Data Interpretation,Bar Graphs,Easy,SSC,0.826
Q00613,Logical Reasoning,Puzzles,Easy,"SSC,Banking",0.84
Q00614,Quantitative Aptitude,Set Theory,Medium,"TCS NQT,Banking,Placements",0.487
Q00615,Logical Reasoning,Cubes & Dice,Hard,"Placements,CAT",0.219
Q00616,Quantitative Aptitude,Algebra,Easy,General,0.858
Q00617,Quantitative Aptitude,Mensuration,Easy,"SSC,Placements,CAT",0.81
Q00618,Logical Reasoning,Venn Diagrams,Easy,"TCS NQT,Placements",0.857
Q00619,Data Interpretation,Line Graphs,Medium,"General,Banking,TCS NQT",0.559
Q00620,Logical Reasoning,Venn Diagrams,Easy,Banking,0.782
Q00621,Logical Reasoning,Puzzles,Medium,Placements,0.572
Q00622,Logical Reasoning,Analogy,Medium,"Placements,CAT",0.595
Q00623,Verbal Ability,Critical Reasoning,Medium,"Placements,Banking",0.551
Q00624,Verbal Ability,Critical Reasoning,Medium,"SSC,TCS NQT",0.514
Q00625,Quantitative Aptitude,Pipes & Cisterns,Medium,"CAT,SSC,TCS NQT",0.518
Q00626,Quantitative Aptitude,Partnership,Easy,CAT,0.76
Q00627,Verbal Ability,Cloze Test,Medium,Banking,0.566
Q00628,Data Interpretation,Caselets,Hard,Banking,0.287
Q00629,Quantitative Aptitude,Surds & Indices,Medium,"General,SSC,CAT",0.594
Q00630,Logical Reasoning,Clocks & Calendars,Medium,"TCS NQT,Placements",0.546
Q00631,Quantitative Aptitude,Ratio & Proportion,Medium,Banking,0.529
Q00632,Verbal Ability,Synonyms & Antonyms,Hard,"General,TCS NQT",0.357
Q00633,Quantitative Aptitude,Linear Equations,Medium,"General,TCS NQT",0.596
Q00634,Logical Reasoning,Analogy,Medium,"General,Placements,TCS NQT",0.517
Q00635,Verbal Ability,Cloze Test,Medium,"CAT,TCS NQT,Banking",0.553
Q00636,Quantitative Aptitude,Permutation & Combination,Medium,"SSC,CAT,TCS NQT",0.593
Q00637,Verbal Ability,Reading Comprehension,Easy,"TCS NQT,Placements,General",0.783
Q00638,Quantitative Aptitude,Time & Work,Hard,"TCS NQT,Banking",0.28
Q00639,Verbal Ability,Para Jumbles,Easy,"Placements,TCS NQT,Banking",0.903
Q00640,Quantitative Aptitude,Profit & Loss,Hard,"Banking,CAT,General",0.247
Q00641,Verbal Ability,Synonyms & Antonyms,Medium,"Banking,General,CAT",0.546
Q00642,Data Interpretation,Venn-based DI,Medium,"General,SSC",0.573
Q00643,Verbal Ability,Error Spotting,Easy,Banking,0.791
Q00644,Quantitative Aptitude,Averages,Easy,General,0.849
Q00645,Logical Reasoning,Series Completion,Medium,"CAT,General,Banking",0.579
Q00646,Quantitative Aptitude,Linear Equations,Medium,"CAT,TCS NQT,General",0.566
Q00647,Quantitative Aptitude,Profit & Loss,Hard,"CAT,SSC",0.308
Q00648,Verbal Ability,Para Summary,Easy,Placements,0.866
Q00649,Logical Reasoning,Input-Output,Hard,"Banking,General",0.194
Q00650,Logical Reasoning,Ranking & Order,Hard,"CAT,TCS NQT",0.27
Q00651,Quantitative Aptitude,Compound Interest,Easy,"SSC,CAT,Placements",0.842
Q00652,Quantitative Aptitude,Probability,Easy,"TCS NQT,Placements",0.827
Q00653,Quantitative Aptitude,Pipes & Cisterns,Easy,CAT,0.881
Q00654,Verbal Ability,Reading Comprehension,Medium,"Banking,TCS NQT",0.534
